,text,meta_text
4840,it's a great apartment . it has a ton of natural light and great closets . a large coat closet is by the door and the bedroom has a large walk in . ,inform
4841,sounds good ,unknown
4842,the asking price is 1729 ,init-price
4843,thats a bit high can you go any lower ? say 1650 ,counter-price
4844,the lowest i can go is 1700 . the first month is free and i will pay the first months utility . ,counter-price
4845,thats a great deal but i really can't afford 1700 would you consider 1625 ,counter-price
4846,my bottom line is 1700 with a free month and all fees waived plus the utilities for a month . i will leave the deposit off as well . ,insist
4847,this is really high and i understand you are throwing in a free month lets say we do 1650 ,counter-price
4848,<end>,<end>
4849,i can offer it to you for $250 and throw in a 60-day warranty ,init-price
4850,is it new or used ? ,inquire
4851,new ,inform
4852,<end>,<end>
4853,hello ! how are you ? ,intro
4854,good . is this furnished ? ,inquire
4855,"yes . this house has amenities such as washer and dryer , new stainless steel appliances , and much more . ",inform
4856,<end>,<end>
4857,how sturdy is the desk . ,inquire
4858,it can hold at least my weight ,inform
4859,would you be willing to take 45$ for it . ,init-price
4860,50 and i will deliver it to you ,counter-price
4861,"sounds fair to me , 50$ it is . ",agree
4862,<end>,<end>
4863,hello ,intro
4864,hey there . im interested in the bed you have for sale . ,intro
4865,i want to buy a new bed but id be willing to purchase a used one for around 250 ,init-price
4866,"ok , as you can see from the picture this one is in great condition - just look at that wood ! ",agree
4867,sweet . yea it looks great ! thanks for your cooperation ,thanks
4868,will you pick it up ? ,inquire
4869,yes i will pick it up from your place . that's fine ,inform
4870,"ok , that will be fine - i know it is in good hands ! ",agree
4871,<end>,<end>
4872,i will offer you this safe for $325 ,init-price
4873,"what are your thoughts on taking less ? i've been thinking of getting one , but that's kinda pricey . ",inquire
4874,i am willing to negotiate . ,inform
4875,"i found a different one that i think i could probably make do with for 180 , but if i could get what i really want for not much more than that , it would totally be worth it . ",counter-price
4876,well it is in the original box and has a 1 year factory warranty . what about $275 ? ,counter-price
4877,i was hoping closer to 240 ? ,counter-price
4878,it is in very good condition . how about 260 ? ,counter-price
4879,"yeh , i'm not that into it . i think i'd go 250 , but that's my max . ",counter-price
4880,well i do have another buy that seems interested . are you sure you can't go 260 ? ,insist
4881,"nah . the hollon is a good one , but i don't know that it's worth 70 more than the one that will do . it's getting stuck in the back of a closet . . . sell me with some amazing facts , or 250 is the magic number . ",insist
4882,<end>,<end>
4883,"hi , there . are you interested in renting ? ",intro
4884,"good evening . i'm interested in the 3bedroom , 1 bath home . ",intro
4885,"great ! i'm asking $2695 per month . utilities aren't included , so you would also be responsible for those as well . ",init-price
4886,"ok , i'm thinking that's a bit high . i would like to pay $2479 . ",counter-price
4887,how about $2500 ? it's newly renovated and includes a washer/dryer . ,counter-price
4888,<end>,<end>
4889,hello i would want to purchase the desk and chair . it says its quite old . is it maintained well ? ,inquire
4890,40 dollars ,init-price
4891,sorry ? ,disagree
4892,whats a good price for you ,inquire
4893,$120 is what i can pay and fits my budget ,counter-price
4894,i will take the $120 you got a deal ,agree
4895,thank you so much for considering ! ,thanks
4896,<end>,<end>
4897,hi ! you have a nice item . if i buy it will it be shipped safely ? ,inquire
4898,of course . the shipping will be done by a private shipping company which provides a fantastic service . any damages per delivery will be covered by us . ,inform
4899,that is great; i'm glad to hear it . what would you think of an offer of 350 for the item ? ,init-price
4900,"i'm very sorry , but that is simply too low for such a fantastic and original item . ",vague-price
4901,"this is an exact reproduction of the french original , and you will not buy anywhere else in america . ",supplemental
4902,understandable . what are you expecting for the item ? ,inquire
4903,"well the full price of the item is 600 dollars , and this is including our fantastic shipping option , covered by a non-damage warranty . i am willing to lower my price a bit but i can't go too low . would 550 dollars be acceptable to you ? ",counter-price
4904,"i'm willing to meet you in the middle since it is an exceptional item , but my budget is a bit tight . how about 450 ? ",counter-price
4905,sadly i simply cannot go under the mark of 500 dollars . ,counter-price
4906,"last offer , i can do 475 max . ",counter-price
4907,"i thank you for your interest , but as i stated above , i cannot go under 500 for this spectacular item . my offer is 500 if you can accept it . ",insist
4908,"sorry , that is too much for me . thanks for your time and best of luck ",disagree
4909,<end>,<end>
4910,"hey , so i have this car here and i'm looking for 8400 for it . ",init-price
4911,like it interested ,intro
4912,"alright , so it's a 2008 honda accord . does 8400 sound good ? ",insist
4913,i cannot do that at that price ,disagree
4914,"why not ? it's fully loaded , and there's really nothing wrong . ",inquire
4915,<end>,<end>
4916,hello ,intro
4917,hi there . how can i help you ? ,intro
4918,i am interested in the phone . ,intro
4919,you say it is in good condition ? ,inquire
4920,yes absolutely its in a very good condition . it has no sratches or cracks or scuffs of any sort . i have always used it with a screen protector ,inform
4921,is the interface still quick ? is the phone still up to date as far as updates ? ,inquire
4922,yes absolutely the interface is quick and the phone is up to date as far the updates go ,inform
4923,is there a warranty ? ,inquire
4924,no there is no warranty associated with it . ,inform
4925,"oh , that kind of makes me iffy . you want 150 for the phone ? right ? ",init-price
4926,yes because its as new as it was when i got it . i can give you for $130 if you will ,counter-price
4927,actually that sounds good . i am willing to pay that amount for this phone . ,agree
4928,great then ! ,thanks
4929,<end>,<end>
4930,hi ,intro
4931,hey hows it going ? ,intro
4932,"good , how old is the ge motor ",inquire
4933,about 3 years gently used im selling it for a great price of $80 ,init-price
4934,that's a bit high for me can you lower the price a tad ,vague-price
4935,hmm i can for you my friend . $70 is as low as i can go . ,counter-price
4936,i have $65 and i can come pick it up please work with me i acually needed somthing with higher amps ,counter-price
4937,"ok , deal ",agree
4938,great what time should i pick it up ,inquire
4939,noon ,inform
4940,ok deal thx man ,thanks
4941,<end>,<end>
4942,"hey , so i have this desk for sale . it's treated me great , it's only $60 . ",init-price
4943,hi . i am interested in your desk . ,intro
4944,would you be willing to accept and offer of $45 ? ,counter-price
4945,"i can't do that , how about $55 and i'll drop it off . ",counter-price
4946,"i think that might work for me . can you tell me anything else about the table , any defects ? ",inquire
4947,"the table is scratched all on top , it wobbles , and one of the legs snapped on me and i had to glue it back on . ",inform
4948,that being the case i don't think i'm interested after all . i'm looking for something that will actually be in pretty good condition and that will be durable . i'm afraid your desk just isn't a good deal for me . ,disagree
4949,look i'll go down to $25 it's really not all that bad . ,counter-price
4950,"no , sorry . the snapped leg being glued back on really decided things for me and i'm going to have to decline that offer . too bad . ",disagree
4951,"final offer , i'll take the time to nail the leg back into the table . ",supplemental
4952,"i'm sorry a final offer of what , the $25 ? ",inquire
4953,yeah ,inform
4954,"no , the best i could do with the condition of the desk is $15 . ",counter-price
4955,deal . ,agree
4956,great ! thanks ! ,thanks
4957,<end>,<end>
4958,hello are you there ? ,intro
4959,"yes , i am here to discuss with you the room ? ",inquire
4960,"yes , the room seems adequate for my needs but the payment seems much too high . ",inform
4961,"i want to shoot you another offer , i'm thinking 1300 is more than reasonable . ",init-price
4962,"i see where you are coming from , but given the location of the unit i find this to be a competitive price so going that low is just not possible at the moment . ",vague-price
